ì˙ït,ÉåÅ[ÉXèÍ,ÉåÅ[ÉXî‘çÜ,ÉåÅ[ÉXéÌï ,í¯î‘,ìoò^î‘çÜ,ëIéËñº_x,îNóÓ,éxïî,ëÃèd,ãâï ,ëSçëèüó¶,ëSçë2òAëŒó¶,ìñínèüó¶,ìñín2òAëŒó¶,ÉÇÅ[É^Å[î‘çÜ,ÉÇÅ[É^Å[2òAëŒó¶,É{Å[Égî‘çÜ,É{Å[Ég2òAëŒó¶,ìVåÛ,ïóå¸,ïóë¨(m),îgçÇ(cm),ìWé¶É^ÉCÉÄ,íÖèá,åàÇ‹ÇËéË,êiì¸,ÉXÉ^Å[ÉgÉ^ÉCÉ~ÉìÉO,ÉåÅ[ÉXÉ^ÉCÉÄ,ëIéËñº_y,èoëñêî,èüóòâÒêî,2íÖâÒêî,3íÖâÒêî,ïΩãœST,ì¶Ç∞,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,î≤Ç´,åbÇ‹ÇÍ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,ì¶Çµ,ëSëÃïΩãœST,1íÖó¶,2íÖó¶,3íÖó¶,ì¶Ç∞ó¶,ì¶Çµó¶,ç∑Çµó¶,Ç‹Ç≠ÇËó¶,Ç‹Ç≠ÇËç∑Çµó¶,ç∑Ç≥ÇÍó¶,Ç‹Ç≠ÇÁÇÍó¶,Ç‹Ç≠ÇËç∑Ç≥ÇÍó¶
2023-02-15,ìÇí√,1,ó\ëI,1,4720,êº‡Vì˙â‘,28,í∑çË,44,A2,4.92,28.57,3.44,22.22,15,38.52,83,35.58,ì‹ÇË,ñkìå,3,3,6.72,1,ì¶Ç∞,1,0.23,1.48.7,êº‡Vì˙â‘ó¢,21.0,6.0,6.0,5.0,0.1761904761904762,4.0,0.0,0.0,0.0,2.0,0.0,7.0,2.0,4.0,0.0,0.1681889763779527,0.2857142857142857,0.2857142857142857,0.23809523809523808,0.19047619047619047,0.0,0.0,0.0,0.0,0.3333333333333333,0.09523809523809523,0.19047619047619047
2023-02-15,ìÇí√,1,ó\ëI,2,5153,ç≤ì°ÇŸÇÃ,26,ìåãû,46,B1,3.34,12.2,1.8,0.0,59,34.06,86,37.13,ì‹ÇË,ñkìå,3,3,6.72,5,ì¶Ç∞,2,0.27,1.53.7,ç≤ì°ÇŸÇÃÇ©,27.0,3.0,0.0,4.0,0.1833333333333333,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.1632624113475177,0.1111111111111111,0.0,0.14814814814814814,0.0,0.4444444444444444,0.07407407407407407,0.037037037037037035,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,1,ó\ëI,3,4897,ê[å©àüóR,31,à§ím,46,B1,4.47,22.52,3.35,11.76,33,31.97,85,42.16,ì‹ÇË,ñkìå,3,3,6.73,3,ì¶Ç∞,3,0.29,1.51.1,ê[å©àüóRî¸,53.0,2.0,10.0,11.0,0.2056603773584905,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20748,0.03773584905660377,0.18867924528301888,0.20754716981132076,0.0,0.0,0.0,0.018867924528301886,0.018867924528301886,0.0,0.0,0.0
2023-02-15,ìÇí√,1,ó\ëI,4,4243,êºë∫Å@ï‡,37,ëÂç„,46,B2,4.12,23.53,4.5,30.0,25,31.5,39,44.39,ì‹ÇË,ñkìå,3,3,6.73,2,ì¶Ç∞,4,0.26,1.49.4,êºë∫ï‡,9.0,0.0,3.0,1.0,0.2066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1989999999999999,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,1,ó\ëI,5,4569,íÜ‡VçGìﬁ,34,ìåãû,47,B1,4.86,27.38,5.64,36.36,30,32.26,88,33.0,ì‹ÇË,ñkìå,3,3,6.69,4,ì¶Ç∞,5,0.29,1.53.2,íÜ‡VçGìﬁ,41.0,2.0,9.0,9.0,0.1534146341463414,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1736529680365297,0.04878048780487805,0.21951219512195122,0.21951219512195122,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,1,ó\ëI,6,5233,ë∫ìcâ¿ìﬁ,24,ëÂç„,43,B2,1.86,0.0,0.0,0.0,56,50.0,52,33.0,ì‹ÇË,ñkìå,3,3,6.66,6,ì¶Ç∞,6,0.31,1.54.4,ë∫ìcâ¿ìﬁéq,48.0,0.0,0.0,2.0,0.1966666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1895180722891566,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,2,ó\ëI,1,4874,írìcìﬁí√,29,ïüâ™,52,B1,4.89,22.83,3.29,8.33,53,42.86,34,37.2,ì‹ÇË,ìå,2,2,6.88,1,î≤Ç´,1,0.08,1.55.4,írìcìﬁí√î¸,26.0,8.0,3.0,5.0,0.1457692307692307,8.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.1482758620689655,0.3076923076923077,0.11538461538461539,0.19230769230769232,0.3076923076923077,0.0,0.0,0.0,0.0,0.23076923076923078,0.38461538461538464,0.0
2023-02-15,ìÇí√,2,ó\ëI,2,3551,ì°ìcî¸ë„,51,ïüâ™,45,B1,4.41,24.69,4.14,16.22,20,35.0,74,36.14,ì‹ÇË,ìå,2,2,6.79,2,î≤Ç´,2,0.17,1.58.2,ì°ìcî¸ë„,33.0,5.0,4.0,9.0,0.1884848484848484,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.1898245614035087,0.15151515151515152,0.12121212121212122,0.2727272727272727,0.0,0.6060606060606061,0.0,0.15151515151515152,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,2,ó\ëI,4,4499,ëÍêÏê^óR,35,í∑çË,46,A2,5.07,34.78,5.85,39.13,45,45.22,58,38.97,ì‹ÇË,ìå,2,2,6.84,3,î≤Ç´,4,0.16,1.59.9,ëÍêÏê^óRéq,35.0,1.0,8.0,4.0,0.1771428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1686175115207373,0.02857142857142857,0.22857142857142856,0.11428571428571428,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,2,ó\ëI,5,4924,íÜñkÅ@ó¡,30,í∑çË,48,B1,4.4,21.33,2.5,0.0,31,49.04,54,33.33,ì‹ÇË,ìå,2,2,6.87,4,î≤Ç´,5,0.21,2.04.1,íÜñkó¡,32.0,0.0,3.0,10.0,0.1403125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1452941176470588,0.0,0.09375,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
